Soil_Type,Soil_pH,Soil_Moisture,Temperature,Humidity,Rainfall,Crop_Yield
Sandy,7.16,15.6,26.4,71.2,173.5,3.58
Clay,6.58,12.1,26.1,71.6,201.0,2.84
Loamy,5.81,24.4,35.3,62.1,96.0,3.1
Clay,6.51,16.9,27.1,55.9,143.1,3.26
Clay,6.33,18.5,28.7,70.9,85.8,4.03
Clay,7.25,21.3,30.8,75.0,205.3,2.54
Loamy,5.75,11.0,28.8,59.4,100.6,3.52
Sandy,7.25,22.8,34.6,73.1,192.8,3.77
Sandy,6.52,22.0,34.9,74.6,209.3,3.39
Loamy,6.31,21.6,28.6,59.9,141.9,3.62
Clay,5.82,10.3,26.0,67.9,134.5,3.52
Loamy,6.9,17.9,27.3,64.5,164.0,2.94
Loamy,7.35,10.8,30.2,68.1,183.6,2.55
Loamy,6.25,18.3,28.2,53.9,170.4,3.34
Clay,5.98,20.8,30.0,59.2,80.2,2.67
Loamy,6.61,11.8,33.3,51.6,190.0,3.49
Clay,7.09,20.4,29.6,65.3,100.6,3.09
Loamy,5.51,16.7,27.2,73.2,143.0,2.87
Sandy,6.76,22.2,28.9,64.0,119.5,2.71
Loamy,6.69,18.0,33.2,51.8,209.9,2.95
Loamy,6.14,15.0,29.7,73.3,150.3,2.91
Sandy,6.4,15.0,27.7,53.3,153.1,4.15
Clay,5.99,23.5,29.7,72.1,90.7,4.22
Clay,7.08,16.8,30.0,67.9,205.6,3.46
Loamy,6.77,16.1,28.3,65.9,113.5,2.63
Sandy,6.57,10.6,36.0,64.7,138.0,3.41
Clay,6.29,15.5,33.4,53.3,217.9,3.78
Loamy,6.08,22.7,32.6,62.5,95.9,4.1
Sandy,7.15,21.4,34.4,54.9,180.6,3.77
Clay,6.4,13.3,32.3,64.3,116.4,3.91
Clay,6.5,16.2,33.7,61.2,138.8,3.18
Sandy,6.54,12.9,29.5,67.0,138.5,2.14
Sandy,6.4,24.3,30.5,74.6,210.5,2.37
Sandy,6.01,19.0,25.5,59.0,81.5,2.69
Sandy,5.74,21.3,28.1,65.4,131.4,4.12
Loamy,5.7,20.7,29.0,71.6,199.3,3.59
Sandy,7.01,23.1,31.9,52.3,207.5,3.84
Clay,5.95,24.2,30.1,70.0,123.6,3.09
Clay,5.61,10.5,31.7,56.0,113.9,3.62
Loamy,7.1,24.6,32.8,63.5,144.6,2.93
Clay,5.81,23.1,25.5,74.8,184.4,3.74
Clay,6.75,15.7,27.8,74.6,101.6,3.09
Sandy,6.18,22.6,26.9,57.9,189.8,3.67
Clay,5.75,21.0,27.1,53.3,151.8,4.0
Loamy,6.33,21.9,30.5,73.5,99.7,3.14
Sandy,5.53,13.3,33.1,72.3,174.0,4.37
Sandy,7.18,19.7,28.0,65.4,167.9,3.92
Loamy,6.53,10.4,34.1,50.8,167.1,2.42
Sandy,5.78,22.7,34.8,68.8,185.7,3.54
Sandy,5.97,24.3,28.9,54.0,105.4,3.84
Loamy,6.4,19.9,32.5,73.6,177.6,4.38
Sandy,5.88,17.7,26.3,60.9,204.2,2.83
Loamy,6.04,20.9,33.2,65.4,154.2,3.26
Loamy,6.57,14.9,26.8,57.0,148.0,3.09
Clay,7.17,19.4,32.6,61.9,191.7,3.55
Clay,6.3,20.8,29.6,68.9,100.5,3.81
Sandy,6.93,12.1,35.2,62.3,127.7,2.64
Sandy,7.25,12.1,30.1,71.2,199.5,2.66
Loamy,5.93,20.7,25.3,67.8,150.0,4.4
Sandy,7.11,16.5,30.3,51.9,197.7,3.18
Loamy,7.01,23.3,33.8,65.2,115.3,2.59
Loamy,6.21,14.7,32.1,65.3,134.5,3.99
Sandy,7.48,10.6,35.6,59.5,195.3,3.85
Loamy,6.03,19.7,34.3,58.1,102.9,3.99
Clay,6.01,20.3,30.8,51.6,205.3,3.56
Sandy,7.04,18.3,27.3,61.2,123.4,3.94
Clay,6.37,20.2,25.0,58.4,216.2,3.51
Sandy,6.16,17.9,35.8,73.8,195.9,3.79
Loamy,5.86,20.4,35.3,66.9,143.8,3.65
Sandy,7.03,10.7,28.0,61.5,183.9,2.52
Clay,7.07,15.5,32.0,68.9,157.7,2.95
Loamy,6.63,13.2,33.0,69.5,199.5,2.5
Sandy,7.41,11.5,31.4,62.0,152.5,2.39
Sandy,6.14,13.5,34.3,51.9,218.3,2.5
Sandy,5.94,12.9,25.9,69.5,98.7,2.57
Clay,6.85,24.6,34.9,52.3,174.7,3.58
Clay,7.02,14.3,29.3,71.2,114.4,3.84
Sandy,5.95,13.5,30.3,58.4,106.8,4.04
Loamy,5.65,22.5,29.9,66.0,137.2,4.49
Loamy,7.12,16.3,30.8,68.5,131.4,2.13
Clay,7.45,16.3,31.6,50.9,86.5,3.07
Loamy,6.79,16.7,32.8,59.6,139.9,4.11
Clay,6.06,16.2,30.8,65.1,213.3,3.1
Sandy,7.49,14.9,32.5,71.2,145.4,3.08
Clay,7.29,14.3,28.7,67.9,122.3,4.5
Clay,6.53,23.2,35.3,72.4,212.9,2.72
Sandy,7.15,12.4,25.7,52.1,150.8,3.81
Loamy,7.13,12.7,31.0,51.8,120.2,4.18
Clay,7.37,18.6,26.0,67.8,189.6,4.58
Clay,7.18,15.2,29.9,60.0,111.3,2.36
Sandy,6.79,16.3,27.8,62.0,114.7,4.23
Loamy,6.72,22.1,35.3,65.1,125.4,2.38
Clay,6.43,23.6,25.1,74.6,135.3,4.59
Sandy,6.75,21.9,29.3,51.7,161.6,2.79
Clay,7.09,13.5,33.6,52.7,152.1,2.37
Sandy,7.44,24.7,27.1,70.7,184.1,3.04
Loamy,6.43,15.4,34.0,50.5,180.4,3.16
Loamy,6.65,12.5,34.5,61.3,86.4,3.6
Loamy,6.39,17.5,32.8,69.4,98.7,2.99
Loamy,6.84,20.9,27.3,54.9,110.1,3.56
Clay,6.76,11.2,28.0,54.7,163.7,3.29
Clay,5.54,19.5,26.8,57.8,205.3,4.25
Loamy,6.58,22.9,27.0,53.8,125.5,3.37
Loamy,5.68,13.9,25.4,67.0,214.9,2.48
Loamy,5.55,20.4,34.4,55.0,104.2,4.05
Clay,7.08,16.0,30.8,55.7,209.5,2.94
Loamy,6.02,16.2,28.6,64.4,192.1,2.82
Loamy,6.18,14.2,28.2,74.2,134.5,3.98
Loamy,5.63,19.4,31.0,72.8,108.9,3.19
Sandy,5.86,15.4,28.6,71.6,134.8,3.83
Loamy,7.03,22.5,34.5,63.3,109.9,2.59
Sandy,6.49,24.4,27.3,57.4,158.6,4.2
Sandy,7.26,24.0,34.7,67.6,160.5,2.8
Loamy,6.29,12.4,32.3,59.7,187.5,3.66
Sandy,6.04,10.2,35.5,69.4,153.9,3.95
Loamy,6.2,16.6,25.2,50.4,128.3,2.9
Clay,6.93,20.9,25.7,63.2,207.6,2.46
Clay,6.61,24.7,30.5,58.4,90.9,3.42
Clay,7.31,21.8,35.0,56.2,193.2,3.54
Clay,6.7,18.7,33.0,66.5,137.3,3.66
Sandy,6.49,10.4,31.8,66.5,105.4,3.74
Loamy,7.07,22.4,25.3,50.9,96.8,4.15
Loamy,7.4,12.7,28.9,73.7,110.9,3.39
Loamy,6.21,10.8,28.8,59.0,97.1,2.13
Clay,6.0,22.8,31.0,72.9,144.3,3.48
Clay,6.73,18.5,27.8,64.6,129.0,2.72
Loamy,6.5,11.9,27.9,66.3,129.9,3.93
Clay,7.48,15.8,31.8,74.0,102.0,2.19
Loamy,6.42,11.3,35.4,70.6,172.4,4.28
Loamy,5.65,19.6,32.3,53.5,165.1,3.27
Loamy,7.45,14.2,32.3,50.1,217.5,3.84
Loamy,7.19,23.0,35.8,57.7,103.5,3.47
Loamy,5.86,15.4,26.7,62.2,196.8,3.86
Loamy,7.31,17.4,25.4,68.3,84.7,5.1
Loamy,6.18,11.0,33.2,66.5,90.3,4.06
Clay,6.25,14.1,29.8,57.8,170.7,3.65
Loamy,7.31,20.2,29.7,63.5,136.9,2.72
Loamy,6.56,21.0,27.5,66.3,112.3,2.94
Clay,5.78,13.6,30.6,62.8,80.4,2.62
Clay,6.24,17.6,29.9,67.2,172.8,3.19
Clay,6.94,22.3,28.8,62.1,141.7,3.03
Loamy,5.85,15.7,29.9,63.2,103.9,3.06
Sandy,6.68,12.0,29.2,73.5,216.1,2.46
Sandy,6.89,16.5,35.3,59.7,129.1,4.1
Clay,6.19,19.0,35.8,68.9,122.4,3.17
Sandy,6.89,10.1,34.2,58.4,151.4,3.44
Clay,7.27,15.2,35.9,58.3,118.8,3.32
Loamy,6.44,19.1,27.9,73.2,118.2,3.82
Sandy,6.27,24.3,34.3,67.5,215.3,3.87
Loamy,6.0,16.1,29.5,73.2,116.6,2.73
Sandy,6.71,12.4,33.2,74.9,164.8,4.49
Loamy,7.26,18.0,27.2,50.0,85.2,2.57
Sandy,6.15,14.3,33.9,74.6,101.6,4.18
Loamy,6.29,13.2,25.9,52.5,83.1,4.57
Loamy,6.31,18.9,28.0,51.8,154.8,3.38
Sandy,6.62,23.7,34.0,69.2,148.8,3.65
Loamy,5.96,22.5,33.2,58.8,126.3,3.78
Loamy,7.14,12.7,30.5,72.9,178.0,2.69
Loamy,6.09,21.5,32.4,63.6,167.6,3.79
Sandy,6.91,13.4,27.0,59.7,164.0,2.79
Sandy,6.53,14.4,32.3,51.8,127.1,3.29
Loamy,6.67,23.8,25.1,61.6,125.8,3.44
Loamy,5.86,23.7,34.2,56.9,202.3,3.05
Sandy,6.97,12.5,30.7,51.9,156.2,3.62
Sandy,5.88,11.0,35.4,66.8,118.1,2.87
Loamy,5.73,14.4,30.3,74.4,156.1,3.65
Loamy,6.59,18.7,29.8,59.5,117.3,2.86
Loamy,6.92,23.2,30.0,57.4,105.9,4.31
Clay,5.6,11.8,29.0,52.2,119.5,2.88
Sandy,5.64,16.2,26.8,55.6,168.0,2.5
Clay,7.11,14.1,34.3,57.1,152.2,2.66
Sandy,7.12,10.2,29.3,58.6,103.0,3.94
Sandy,5.99,21.8,30.8,65.8,207.1,2.55
Sandy,6.73,22.2,25.2,52.9,149.8,3.5
Sandy,6.39,13.3,25.7,51.5,191.1,4.01
Sandy,6.77,12.3,31.6,73.3,126.3,2.08
Sandy,7.23,12.2,34.7,70.0,214.1,4.05
Sandy,5.66,17.0,30.4,57.0,185.3,2.79
Clay,7.06,13.7,26.8,66.0,143.6,3.78
Loamy,6.49,17.7,26.3,64.8,206.3,3.91
Loamy,6.63,15.8,34.9,68.6,180.4,3.33
Clay,6.81,13.2,32.7,71.5,140.3,3.45
Clay,7.35,21.3,35.6,58.9,216.4,3.83
Clay,5.61,12.3,25.9,66.5,121.8,2.88
Clay,5.56,22.0,34.9,70.1,115.9,3.11
Sandy,5.86,18.4,34.3,67.5,205.3,3.86
Loamy,7.47,22.5,34.8,73.1,179.0,2.61
Sandy,6.93,10.1,25.1,62.4,128.4,3.7
Loamy,6.73,21.2,33.2,70.1,112.5,2.36
Loamy,5.59,10.8,31.0,72.7,104.9,3.98
Clay,7.26,24.3,31.3,63.9,123.9,3.25
Sandy,7.13,20.5,30.2,50.4,97.6,4.74
Clay,6.83,14.8,33.2,70.5,100.3,3.71
Sandy,6.18,14.8,36.0,71.2,188.7,3.54
Loamy,5.64,22.9,32.8,60.0,88.9,3.1
Clay,6.66,23.5,32.5,55.7,141.5,3.88
Clay,6.94,23.4,32.2,74.5,136.7,2.2
Loamy,5.69,22.1,32.6,63.8,214.4,2.46
Loamy,6.77,22.3,28.8,62.9,145.2,3.13
Loamy,6.07,18.6,28.5,73.7,102.5,4.13
Clay,7.03,10.4,33.6,60.2,92.4,3.12
Sandy,6.58,11.3,25.6,71.2,182.5,3.17
Clay,5.76,19.7,33.4,67.5,100.7,3.98
Sandy,6.55,16.0,34.0,74.2,211.3,3.69
Clay,6.29,18.5,30.7,60.7,158.3,4.41
Clay,5.86,13.5,35.0,72.7,136.2,3.74
Loamy,7.18,19.7,30.2,64.2,175.8,2.75
Sandy,5.52,13.6,27.0,61.9,107.8,3.59
Clay,6.12,16.9,29.0,57.6,133.5,3.75
Clay,5.53,17.2,35.0,63.8,84.7,4.27
Loamy,5.69,12.7,35.9,64.3,202.9,2.91
Loamy,6.09,23.1,29.6,72.5,139.5,2.12
Sandy,5.61,17.9,26.8,67.6,186.2,3.54
Clay,6.69,23.0,28.1,70.7,208.4,3.28
Sandy,5.67,13.9,31.1,69.2,171.4,2.28
Clay,6.9,12.6,31.3,56.9,132.6,3.56
Sandy,5.61,10.3,31.9,55.1,166.7,2.57
Loamy,5.62,11.4,34.2,56.5,130.4,2.77
Clay,6.11,12.2,32.8,53.7,159.4,3.42
Sandy,7.29,11.2,27.9,59.6,140.5,3.15
Loamy,6.78,23.5,29.3,66.3,101.0,2.99
Loamy,7.04,23.7,34.2,63.4,189.2,2.61
Sandy,5.78,24.1,32.0,67.0,149.5,3.09
Clay,7.17,24.4,26.8,58.9,106.6,3.76
Clay,5.52,17.4,28.6,55.1,204.9,3.98
Loamy,5.93,18.0,33.7,55.1,199.5,4.08
Clay,6.73,12.0,26.9,65.0,158.2,3.99
Clay,6.25,12.1,32.6,54.1,215.8,3.78
Clay,7.47,21.6,31.2,59.9,209.8,3.51
Loamy,5.56,22.8,26.6,55.3,205.6,2.92
Sandy,7.5,21.8,32.6,66.6,98.7,3.29
Clay,6.75,22.5,26.6,65.4,121.2,4.11
Loamy,6.62,14.1,29.4,59.5,137.4,3.26
Loamy,5.62,17.0,28.4,53.2,196.5,3.07
Sandy,6.05,16.9,32.6,55.3,202.0,2.65
Clay,7.35,24.9,33.6,61.8,185.2,2.82
Clay,6.21,24.2,26.9,74.3,146.1,2.35
Sandy,6.82,19.0,33.9,56.8,102.7,3.37
Sandy,7.5,12.1,25.1,54.8,84.9,2.85
Loamy,6.03,13.9,30.8,55.5,177.9,3.68
Loamy,6.65,15.5,30.7,67.7,219.2,4.07
Sandy,6.89,23.1,31.9,72.9,128.4,3.44
Clay,5.83,12.6,27.6,51.9,159.6,3.29
Loamy,5.8,13.3,25.1,68.7,193.5,3.67
Loamy,6.41,15.2,30.0,62.4,106.1,4.07
Clay,6.27,23.9,25.8,70.6,196.1,3.83
Loamy,6.93,17.6,34.8,60.5,167.5,3.77
Clay,5.64,19.7,26.9,50.1,159.8,4.15
Clay,7.44,15.8,29.7,67.1,186.7,4.22
Clay,5.53,12.8,29.8,70.2,113.7,3.83
Sandy,6.7,13.3,31.1,72.6,166.1,3.49
Sandy,6.63,22.0,33.6,64.2,113.7,3.9
Sandy,5.77,23.4,30.2,53.1,105.1,3.33
Clay,5.8,17.4,25.3,59.2,167.3,4.3
Clay,7.09,15.4,33.5,69.6,117.7,3.18
Sandy,7.28,22.1,25.9,62.4,180.0,2.47
Loamy,6.07,20.1,32.1,67.5,152.0,3.44
Clay,6.38,10.6,33.8,50.1,177.3,3.84
Loamy,6.21,15.3,28.1,51.8,204.8,4.06
Loamy,5.65,20.2,29.9,67.0,99.4,3.59
Clay,6.85,18.6,25.2,57.3,89.3,3.69
Clay,7.15,24.7,33.8,59.7,136.0,4.04
Loamy,6.11,23.0,32.7,66.1,180.3,3.57
Loamy,7.48,10.9,27.5,52.8,204.1,3.06
Sandy,5.65,20.9,29.3,70.8,84.9,3.85
Sandy,6.82,15.0,32.6,53.6,191.0,3.84
Clay,6.4,20.2,28.9,68.3,90.6,2.94
Sandy,6.39,19.3,26.8,57.3,161.3,3.04
Sandy,6.42,17.5,30.7,56.5,128.2,3.58
Sandy,6.02,22.8,33.0,70.5,82.5,3.46
Sandy,6.93,20.6,28.5,63.8,93.6,3.29
Loamy,6.94,23.3,26.3,55.1,129.5,3.35
Clay,6.06,14.2,34.1,50.1,213.5,4.45
Sandy,7.17,15.2,27.8,74.3,101.7,3.47
Loamy,6.13,19.3,30.6,60.8,118.1,2.41
Loamy,6.95,24.5,32.6,59.9,219.2,3.05
Loamy,5.74,15.6,28.5,51.3,147.3,2.76
Sandy,5.84,10.5,32.1,72.4,116.7,2.89
Sandy,6.13,16.7,30.1,53.5,166.2,2.58
Clay,6.69,18.2,31.3,58.4,141.0,2.97
Sandy,6.79,22.0,31.5,60.5,200.2,3.81
Sandy,6.29,20.9,34.1,70.3,81.1,4.16
Loamy,5.66,24.5,32.2,59.0,219.5,3.28
Clay,6.25,21.7,27.9,63.3,89.3,2.81
Sandy,6.88,14.5,25.7,60.7,155.2,3.23
Sandy,6.84,19.6,25.0,57.8,177.6,2.13
Loamy,5.82,20.1,34.9,73.7,157.0,4.36
Loamy,5.52,25.0,35.4,69.9,122.1,3.25
Sandy,7.01,12.1,26.0,54.4,199.8,4.01
Clay,5.71,12.9,30.4,63.9,140.3,4.22
Clay,5.66,12.3,26.7,69.9,122.1,2.77
Loamy,5.51,18.8,35.4,64.5,187.6,2.86
Loamy,6.37,12.0,27.7,62.3,100.4,3.74
Sandy,6.51,19.8,30.5,51.8,108.7,2.51
Loamy,6.78,22.1,26.8,52.7,115.4,3.08
Sandy,6.09,16.5,28.7,56.1,140.9,2.41
Clay,6.92,18.4,27.9,62.8,82.8,3.59
Clay,5.84,23.7,30.2,74.7,218.8,3.69
Sandy,7.16,18.5,29.6,70.1,164.0,3.48
Loamy,6.64,13.1,28.6,52.8,215.9,2.5
Clay,6.67,15.1,26.2,67.9,193.0,3.6
Loamy,5.92,17.9,30.3,70.3,98.8,3.68
Clay,5.65,12.3,34.4,60.4,109.3,3.98
Sandy,6.43,19.2,33.0,58.3,84.8,2.78
Sandy,6.73,25.0,32.9,64.6,196.7,4.27
Sandy,5.69,19.8,29.0,63.0,163.1,3.19
Clay,7.4,15.6,32.8,56.6,110.1,2.63
Loamy,7.46,15.0,30.1,59.9,215.8,3.5
Loamy,6.59,24.0,26.7,63.6,183.1,3.74
Loamy,7.4,23.1,29.6,64.5,178.8,2.64
Clay,5.86,17.1,26.5,63.3,117.4,3.95
Clay,5.55,15.3,26.3,71.2,123.9,4.16
Clay,5.58,20.7,25.3,50.8,173.5,3.14
Clay,6.68,14.7,28.1,58.3,163.1,3.74
Clay,5.62,11.8,28.6,68.7,170.6,3.46
Loamy,7.42,14.7,32.7,66.3,203.0,3.15
Clay,5.78,16.5,30.9,73.0,102.5,3.11
Clay,6.11,13.8,34.4,64.7,96.3,3.8
Loamy,7.15,13.3,26.9,66.0,159.0,2.5
Clay,5.94,10.1,27.9,67.6,150.0,2.35
Loamy,5.99,19.5,35.4,54.7,136.4,2.34
Loamy,6.78,19.2,29.9,68.8,206.7,3.79
Sandy,6.05,12.8,33.7,57.5,158.2,4.11
Sandy,5.93,24.2,30.4,60.6,159.4,2.46
Sandy,6.01,16.1,30.2,50.4,131.3,3.61
Sandy,6.48,10.4,26.6,71.1,128.2,3.63
Clay,7.43,13.3,34.4,73.8,218.3,4.4
Sandy,7.16,20.4,25.9,51.5,167.2,3.83
Loamy,6.07,13.0,28.4,65.9,195.5,3.73
Clay,6.23,10.8,32.4,74.0,142.6,2.84
Sandy,6.43,19.3,30.6,65.2,106.9,3.15
Loamy,7.46,17.8,34.7,69.9,125.5,3.5
Clay,5.84,21.4,25.4,53.0,128.5,3.5
Clay,6.21,21.6,32.1,56.1,159.1,3.6
Sandy,6.96,24.4,30.3,58.6,101.6,3.93
Clay,7.43,10.9,26.7,74.5,134.2,3.75
Loamy,5.81,10.6,33.2,69.5,94.1,3.07
Clay,5.95,24.8,29.5,72.1,149.5,2.8
Loamy,5.95,19.7,30.8,62.2,212.6,2.39
Clay,5.54,20.7,35.6,67.9,127.5,3.34
Sandy,6.71,11.4,30.3,68.3,87.0,4.21
Loamy,6.84,11.0,34.1,64.2,165.2,3.91
Clay,6.71,12.4,33.5,71.9,168.9,3.31
Clay,5.64,16.4,32.3,54.0,147.1,2.97
Clay,5.64,11.7,34.9,51.4,135.6,3.59
Loamy,5.92,16.7,27.8,57.6,205.0,4.39
Loamy,6.08,18.4,34.0,52.2,211.4,3.3
Loamy,7.07,10.0,29.2,51.5,174.2,3.5
Sandy,5.82,11.7,33.9,60.5,150.2,3.16
Sandy,5.59,15.6,30.4,55.0,89.5,2.38
Loamy,6.29,10.8,34.4,69.8,122.1,2.26
Clay,6.33,12.0,34.8,64.5,119.9,3.87
Sandy,6.4,13.5,31.6,59.0,88.2,2.5
Loamy,7.15,16.4,30.6,57.2,198.1,3.77
Clay,5.7,20.7,33.6,64.1,201.4,2.38
Sandy,6.91,12.0,27.9,60.9,207.7,2.99
Clay,6.18,21.1,25.2,51.4,183.9,2.81
Clay,6.12,22.8,29.5,66.6,179.5,4.02
Clay,7.37,19.8,30.6,62.5,146.9,4.12
Clay,6.0,10.7,28.3,56.9,200.0,4.6
Sandy,6.79,16.6,29.2,57.3,151.4,3.25
Sandy,6.05,19.9,26.5,61.3,84.1,3.01
Sandy,6.51,24.7,28.1,70.7,161.9,3.21
Loamy,7.07,24.3,27.6,60.6,134.7,3.17
Sandy,7.26,15.9,28.3,71.0,153.0,3.65
Clay,7.18,19.2,28.3,60.6,141.7,2.84
Sandy,6.66,23.4,31.1,70.7,149.6,2.98
Clay,6.0,22.5,27.8,73.3,95.2,4.26
Loamy,6.82,17.2,35.4,50.5,82.0,3.01
Clay,6.92,13.9,30.6,51.6,127.6,2.4
Clay,5.52,12.1,26.4,53.4,115.6,3.18
Clay,6.38,17.3,28.1,53.1,115.0,3.12
Loamy,7.19,20.8,33.0,61.4,211.2,2.7
Sandy,6.48,24.5,25.2,69.1,194.7,3.55
Sandy,6.12,22.9,35.3,74.0,81.9,2.72
Loamy,7.24,13.1,29.9,60.4,81.2,3.69
Clay,5.81,20.8,30.7,67.2,188.8,3.79
Sandy,5.91,14.3,35.9,65.9,217.9,4.01
Loamy,6.87,20.3,30.5,59.8,145.1,4.45
Sandy,6.2,20.0,35.4,68.0,140.6,2.75
Loamy,6.93,14.1,35.1,64.8,118.6,4.4
Clay,5.82,13.5,35.4,69.0,173.3,3.78
Sandy,6.0,11.6,33.9,54.8,146.0,3.66
Loamy,5.81,10.8,28.3,59.0,103.5,3.77
Sandy,7.41,22.9,28.8,66.8,147.4,4.32
Sandy,6.31,10.7,29.0,53.1,132.7,3.15
Sandy,6.17,11.3,35.8,69.3,204.6,3.99
Sandy,5.53,13.6,29.0,53.3,188.0,3.82
Loamy,5.81,23.3,26.2,58.1,178.2,2.23
Clay,6.34,15.0,33.6,55.9,125.8,3.45
Loamy,5.64,12.9,29.0,51.5,99.5,2.83
Loamy,6.52,20.7,31.8,56.8,201.1,2.57
Loamy,6.41,14.8,35.2,72.8,128.0,4.41
Clay,7.03,15.0,31.3,50.7,163.0,2.88
Sandy,6.82,21.1,32.0,50.4,162.7,3.42
Sandy,6.39,13.8,32.1,67.6,209.9,3.38
Sandy,5.95,23.5,31.7,59.2,104.0,2.77
Clay,6.95,18.4,26.8,55.7,188.0,3.34
Sandy,6.92,18.1,30.0,62.7,144.8,3.45
Clay,5.81,14.0,25.1,56.7,104.5,3.5
Sandy,7.33,22.5,31.9,59.8,197.0,4.59
Sandy,5.63,18.6,31.3,67.9,194.8,4.41
Loamy,5.61,12.3,28.5,52.9,85.6,4.46
Clay,5.87,13.1,30.8,74.0,179.3,3.64
Loamy,7.32,17.0,30.4,51.1,101.5,2.27
Loamy,6.54,21.7,27.8,70.2,165.5,4.23
Loamy,7.08,24.1,28.2,68.1,170.1,4.46
Clay,5.96,20.0,33.4,57.1,173.1,3.42
Clay,6.48,17.6,33.3,53.0,96.8,3.23
Sandy,6.22,13.8,30.2,71.3,163.8,2.58
Loamy,7.16,20.1,32.9,67.0,94.0,3.77
Sandy,5.55,24.7,30.0,57.3,184.4,3.91
Loamy,5.99,17.1,34.4,50.4,88.9,2.43
Clay,5.81,12.4,28.7,73.5,186.1,4.2
Clay,7.22,11.6,35.2,60.1,203.7,3.27
Clay,6.44,14.0,31.0,54.4,121.8,3.68
Loamy,6.31,18.5,30.9,72.8,189.0,3.3
Clay,6.4,24.2,32.4,59.0,138.5,3.19
Loamy,7.44,14.5,28.7,61.6,191.7,4.08
Sandy,7.2,14.6,33.0,67.5,176.1,1.95
Loamy,6.91,17.2,28.5,70.5,120.5,3.64
Sandy,6.08,23.8,29.4,52.5,107.1,2.99
Loamy,5.83,16.3,32.4,72.5,208.1,2.81
Sandy,7.34,13.3,29.2,73.3,197.5,4.01
Clay,6.35,12.4,27.2,56.5,172.4,3.08
Sandy,6.06,16.9,34.6,62.4,128.9,4.5
Clay,6.44,22.0,35.1,71.4,151.5,4.05
Clay,7.34,14.4,31.9,62.2,158.1,3.62
Sandy,6.27,17.7,33.9,62.0,92.0,3.75
Loamy,6.63,19.0,35.9,65.5,216.1,4.41
Loamy,7.11,16.8,31.8,69.2,92.9,4.1
Loamy,6.35,12.9,35.0,66.6,181.0,4.86
Loamy,5.97,23.8,29.0,65.7,149.0,3.04
Loamy,7.49,18.5,32.7,59.3,186.4,3.37
Clay,7.41,20.9,25.6,65.8,116.5,2.88
Loamy,7.19,19.5,33.7,52.6,135.3,2.21
Clay,6.88,25.0,34.1,60.2,153.6,2.37
Clay,6.09,16.8,29.4,54.7,96.9,3.05
Clay,7.33,16.4,32.0,63.4,199.3,3.61
Sandy,6.05,15.4,34.4,56.6,218.8,3.55
Sandy,7.1,15.4,34.7,62.6,138.5,4.02
Clay,7.34,14.1,26.2,69.4,132.8,4.35
Sandy,6.71,24.7,34.1,60.8,163.2,4.44
Loamy,7.11,23.1,28.0,55.5,176.4,3.82
Loamy,7.08,14.8,33.0,55.6,201.6,2.99
Clay,5.89,14.6,28.6,72.7,132.2,3.78
Loamy,6.84,11.6,25.6,69.5,187.1,3.39
Clay,5.69,23.2,27.3,50.9,113.6,2.45
Clay,6.52,15.6,29.5,73.6,175.3,2.86
Loamy,5.82,18.6,33.2,52.8,145.3,2.95
Sandy,6.33,23.5,26.1,66.3,172.6,3.84
Loamy,7.17,16.1,33.9,63.8,133.2,2.92
Loamy,7.47,22.1,36.0,51.2,121.2,3.23
Clay,6.14,16.5,33.7,57.4,148.0,3.69
Clay,6.56,20.5,30.2,69.4,205.3,4.61
Clay,6.52,16.5,31.2,57.7,174.5,3.18
Clay,7.41,15.9,25.1,62.0,165.6,3.46
Sandy,6.46,24.9,27.3,67.4,180.8,2.47
Sandy,6.9,19.2,34.9,51.8,182.1,3.4
Sandy,7.34,15.5,25.2,70.8,121.3,4.04
Clay,6.25,13.9,35.0,51.0,112.6,2.87
Clay,7.3,10.6,26.2,56.6,151.3,2.62
Clay,7.33,20.6,26.5,69.1,100.7,3.98
Sandy,7.36,15.6,26.9,72.8,146.5,2.71
Clay,6.04,22.3,33.8,69.0,177.0,4.27
Loamy,6.3,15.5,30.3,55.7,81.0,2.96
Loamy,7.24,15.6,26.6,74.6,95.6,2.89
Clay,6.22,21.7,32.6,60.3,214.7,3.5
Loamy,6.7,17.3,35.3,59.4,209.9,2.66
Loamy,5.74,23.3,31.3,71.6,138.5,3.87
Sandy,5.61,18.9,26.1,51.7,162.6,4.22
Clay,6.32,13.6,25.6,63.9,101.7,3.8
Clay,6.66,18.5,33.8,74.1,126.3,4.23
Sandy,6.29,10.1,31.9,52.5,191.0,3.94
Loamy,6.66,14.7,35.1,63.5,199.8,2.91
Loamy,6.53,13.1,31.0,53.3,136.7,2.66
Clay,6.87,19.8,25.7,72.2,123.5,2.49
Loamy,6.8,12.0,29.4,64.7,175.4,3.58
Sandy,6.35,14.4,32.2,55.9,180.5,3.49
Sandy,6.35,15.0,29.2,57.7,217.7,2.89
Clay,5.78,10.0,36.0,62.9,177.6,3.67
Sandy,6.53,10.7,29.5,68.1,113.6,4.77
Sandy,6.67,14.7,31.0,62.2,88.4,4.07
Clay,6.45,13.3,27.5,54.7,116.1,4.1
Sandy,6.15,11.8,26.7,67.7,111.7,4.33
Sandy,6.94,12.3,32.1,53.0,93.0,4.06
